started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2026-03-01 12:47:03.768000+00:00,2026-03-01 13:00:19.381000+00:00,796,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.39455,5.32705,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.375141,5.338517
2026-03-01 12:51:33.843000+00:00,2026-03-01 13:05:03.241000+00:00,809,808,Damsgårdsveien 71,Parkeringsplass ved Festningsmur,60.380263,5.323223,1893,Haukelandshallen,Nord for inngang til hall,60.370494,5.353846
2026-03-01 12:51:57.562000+00:00,2026-03-01 13:01:07.564000+00:00,550,220,Møllendalsplass,ved KMD Fakultetet,60.379895,5.352078,368,Festplassen,Festplassen,60.391143,5.3257
2026-03-01 12:52:01.592000+00:00,2026-03-01 12:55:14.357000+00:00,193,5255,Tollbodalmenningen,Ved siden av lekeplass,60.399223,5.310526,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395144,5.320002
2026-03-01 12:52:51.226000+00:00,2026-03-01 13:02:42.278000+00:00,591,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414,5.33265,804,Stenersen,Til høyre for inngang,60.390174,5.324792
2026-03-01 12:53:22.266000+00:00,2026-03-01 13:02:56.019000+00:00,574,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414,5.33265,804,Stenersen,Til høyre for inngang,60.390174,5.324792
2026-03-01 12:53:26.853000+00:00,2026-03-01 13:03:50.344000+00:00,623,222,Sandviken Brygge,ved Måseskjæret,60.412946,5.32087,150,Torget,Ved busstopp,60.395878,5.325284
2026-03-01 12:57:10.149000+00:00,2026-03-01 13:14:40.482000+00:00,1050,3396,Kronstad bybanestopp,Ved siden av sykkelskur,60.371787,5.349553,117,Verftet,Ved kaien på ved Georgernes verft,60.395877,5.307756
2026-03-01 12:57:17.566000+00:00,2026-03-01 13:04:33.205000+00:00,436,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon,60.38891,5.333817,2313,Solheimsviken,Utenfor Beddingen,60.377082,5.335575
2026-03-01 12:59:06.301000+00:00,2026-03-01 13:07:56.963000+00:00,531,641,Krohnviken,Ved Solheimsviken bobåthavn,60.378107,5.331021,220,Møllendalsplass,ved KMD Fakultetet,60.379895,5.352078
2026-03-01 13:03:18.270000+00:00,2026-03-01 13:25:23.458000+00:00,1325,220,Møllendalsplass,ved KMD Fakultetet,60.379895,5.352078,815,Gågaten,Strandgaten 60,60.39507,5.318798
2026-03-01 13:04:02.424000+00:00,2026-03-01 13:11:15.639000+00:00,433,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414,5.33265,802,Håkonsgaten,Ved inngang Bergen Kino,60.391185,5.318026
2026-03-01 13:08:34.406000+00:00,2026-03-01 13:15:55.008000+00:00,441,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656,5.322143,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396329,5.315116
2026-03-01 13:09:16.490000+00:00,2026-03-01 13:15:54.167000+00:00,398,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656,5.322143,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396329,5.315116
2026-03-01 13:10:27.994000+00:00,2026-03-01 13:20:28.116000+00:00,600,804,Stenersen,Til høyre for inngang,60.390174,5.324792,814,Nykirken,i Strandgaten,60.396949,5.313495
2026-03-01 13:11:25.312000+00:00,2026-03-01 13:17:34.969000+00:00,370,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414,5.33265,799,HF-Bygget,Sydnesplassen,60.387854,5.318713
2026-03-01 13:12:38.414000+00:00,2026-03-01 13:20:25.106000+00:00,467,803,Permanenten,Ved Inngang,60.390643,5.324397,814,Nykirken,i Strandgaten,60.396949,5.313495
2026-03-01 13:16:23.385000+00:00,2026-03-01 13:23:44.342000+00:00,441,220,Møllendalsplass,ved KMD Fakultetet,60.379895,5.352078,641,Krohnviken,Ved Solheimsviken bobåthavn,60.378107,5.331021
2026-03-01 13:17:00.273000+00:00,2026-03-01 13:24:00.905000+00:00,421,1894,Kong Oscars gate,Ved Kong Oscars gate 36,60.393323,5.330654,212,Klosteret,Strangehagen,60.395138,5.314947
2026-03-01 13:21:19.798000+00:00,2026-03-01 13:25:57.576000+00:00,278,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.392966,5.323538,138,C. Sundts gate,Ved Nagelgården,60.399475,5.308762
2026-03-01 13:22:44.136000+00:00,2026-03-01 13:31:48.925000+00:00,545,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.392966,5.323538,5,Moxy Hotellet,Utenfor Beddingen,60.378783,5.333327
2026-03-01 13:25:50.087000+00:00,2026-03-01 13:32:23.869000+00:00,394,818,Vågsallmenningen,Ved Husfliden,60.39369,5.326581,116,Lysverket,"Gamle Lysverket, ved KODE",60.389626,5.329864
2026-03-01 13:26:03.688000+00:00,2026-03-01 13:32:02.362000+00:00,359,792,Busstasjonen 2 Vest,Vis a vis Hotel Scandic Ørnen,60.388284,5.332873,220,Møllendalsplass,ved KMD Fakultetet,60.379895,5.352078
2026-03-01 13:31:45.739000+00:00,2026-03-01 13:33:44.438000+00:00,119,1046,Ole Vigs gate,Ole Vigs Gate 4,60.385923,5.321432,799,HF-Bygget,Sydnesplassen,60.387854,5.318713
2026-03-01 13:36:03.243000+00:00,2026-03-01 13:45:18.506000+00:00,555,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656,5.322143,138,C. Sundts gate,Ved Nagelgården,60.399475,5.308762
2026-03-01 13:36:11.198000+00:00,2026-03-01 13:48:33.944000+00:00,743,368,Festplassen,Festplassen,60.391143,5.3257,220,Møllendalsplass,ved KMD Fakultetet,60.379895,5.352078
2026-03-01 13:36:52.913000+00:00,2026-03-01 14:35:31.364000+00:00,3518,220,Møllendalsplass,ved KMD Fakultetet,60.379895,5.352078,220,Møllendalsplass,ved KMD Fakultetet,60.379895,5.352078
2026-03-01 13:37:46.358000+00:00,2026-03-01 13:44:43.527000+00:00,417,220,Møllendalsplass,ved KMD Fakultetet,60.379895,5.352078,788,Danmarksplass,Ved bybanestopp,60.376083,5.339851
2026-03-01 13:39:02.300000+00:00,2026-03-01 14:03:39.885000+00:00,1478,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.392966,5.323538,3397,Kristianborg bybanestopp,"Under broen, ved kunstverk",60.357797,5.34207
2026-03-01 13:40:39.680000+00:00,2026-03-01 14:23:51.880000+00:00,2592,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395144,5.320002,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.385431,5.337432
2026-03-01 13:42:17.830000+00:00,2026-03-01 13:47:37.194000+00:00,319,1047,Welhavens gate 64,Langs gatetun,60.384451,5.324441,640,Damsgårdsveien,Ved inngang Bunnpris,60.381512,5.319435
2026-03-01 13:42:48.245000+00:00,2026-03-01 14:03:16.916000+00:00,1229,368,Festplassen,Festplassen,60.391143,5.3257,368,Festplassen,Festplassen,60.391143,5.3257
